
2026-09-11T16:26:39.158100 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=e5116894-8ad4-576f-abae-01ddd6d3485f [HybridRetriever]

2026-09-11T16:26:39.158207 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=0fce496d-8c6e-5adb-b536-7d73b0e514d2 [HybridRetriever]

2026-09-11T16:26:39.158325 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=4aefef9d-7465-506d-b0e9-7f82a2ed1b2d [HybridRetriever]

2026-09-11T16:26:39.158451 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=3c145f5e-e8de-598b-8b78-649e25ead8b2 [HybridRetriever]

2026-09-11T16:26:39.158547 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=c77694de-b251-5b77-9e5c-9fe4be87c146 [HybridRetriever]

2026-09-11T16:26:39.158631 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=ba23f166-1ef7-5334-b61d-ed6b77e22cb8 [HybridRetriever]

2026-09-11T16:26:39.158714 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=9ba8dc23-8cf3-5c6f-9501-94a3ba19e505 [HybridRetriever]

2026-09-11T16:26:39.158838 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=c7373e0b-0472-5e58-ab7e-e706d26a36fd [HybridRetriever]

2026-09-11T16:26:39.222369 [info     ] Neighborhood retrieval (1-hop): 253 nodes and 3056 edges in 0.38s [cognee.shared.logging_utils]

2026-09-11T16:26:39.263000 [info     ] Neighborhood retrieval (1-hop): 221 nodes and 2748 edges in 0.41s [cognee.shared.logging_utils]
[FLAGS] glasstaff  quotes 0/0 ok, nouns 9/11 ok

2026-09-11T16:26:56.943561 [info     ] Neighborhood retrieval (1-hop): 90 nodes and 663 edges in 0.06s [cognee.shared.logging_utils]

2026-09-11T16:26:56.995135 [info     ] Neighborhood retrieval (1-hop): 130 nodes and 1080 edges in 0.10s [cognee.shared.logging_utils]

2026-09-11T16:26:57.024303 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=99baf125-81c6-5aa6-9eeb-44fc9615f59c [HybridRetriever]

2026-09-11T16:26:57.024537 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=218620ea-c443-52f3-8bcf-06999424f23f [HybridRetriever]

2026-09-11T16:26:57.024805 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=1b8f2055-b580-5a64-8694-4a1c5d97a43c [HybridRetriever]

2026-09-11T16:26:57.024914 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a19a9fbe-45af-5f6e-be4c-bfc3bd7b1a8b [HybridRetriever]

2026-09-11T16:26:57.025001 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=29cf1fff-b85c-5766-b2c0-d108183983a6 [HybridRetriever]

2026-09-11T16:26:57.025097 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=18dd8c51-9cbe-5b45-a98a-add74528c777 [HybridRetriever]

2026-09-11T16:26:57.025201 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=339d32c0-48be-590a-8857-f747d4a88687 [HybridRetriever]

2026-09-11T16:26:57.025295 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=821f413a-8227-5a8b-81cc-54f168661e28 [HybridRetriever]

2026-09-11T16:26:57.027123 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=99baf125-81c6-5aa6-9eeb-44fc9615f59c [HybridRetriever]

2026-09-11T16:26:57.027250 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=991e145c-eadc-58e8-849b-d346b7a6e5e2 [HybridRetriever]

2026-09-11T16:26:57.027340 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=8ee747a0-da11-5d43-96bc-098d9ccd87a6 [HybridRetriever]

2026-09-11T16:26:57.027428 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=f2792afb-c7a2-531f-8dca-465ba1ff58f6 [HybridRetriever]

2026-09-11T16:26:57.027514 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=d4214016-702d-5425-bb1e-df57f39de1aa [HybridRetriever]

2026-09-11T16:26:57.027646 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=92862585-4fa8-5da6-b4a4-36750a165685 [HybridRetriever]

2026-09-11T16:26:57.027732 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=5f2840d9-3644-5b65-bbdf-2257e6b97f2e [HybridRetriever]
[FLAGS] droop      quotes 0/0 ok, nouns 5/7 ok

